Ticker,$VolumePctl,SharpePctl,$VolxSharpe,Parkinson,ParkinsonPctl
RDW,0.727,0.459,0.334,0.69,0.06
RA,0.398,0.839,0.334,0.1,0.81
ATLC,0.415,0.804,0.334,0.54,0.66
MFH,0.382,0.875,0.334,2.24,0.76
KNSL,0.831,0.401,0.333,0.38,0.84
SHW,0.955,0.349,0.333,0.24,0.7
CRSR,0.573,0.581,0.333,0.54,0.39
RGNX,0.517,0.645,0.333,0.68,0.16
SJM,0.822,0.405,0.333,0.25,0.41
EBS,0.58,0.575,0.333,0.89,0.8
NPFD,0.357,0.934,0.333,0.1,0.44
SSB,0.823,0.405,0.333,0.26,0.31
OI,0.665,0.501,0.333,0.37,0.36
RNST,0.617,0.539,0.333,0.31,0.73
EOS,0.44,0.757,0.333,0.14,0.39
FNF,0.717,0.464,0.333,0.2,0.06
BBBY,0.563,0.59,0.332,0.79,0.17
DRH,0.707,0.469,0.332,0.29,0.68
CHCO,0.577,0.575,0.332,0.25,0.55
MAMA,0.411,0.809,0.332,0.48,0.07
NAKA,0.673,0.493,0.332,1.42,0.22
TNXP,0.581,0.569,0.331,0.68,0.04
CNK,0.841,0.393,0.331,0.41,0.78
TRNO,0.67,0.494,0.331,0.25,0.46
OTIS,0.901,0.367,0.331,0.19,0.59
VSH,0.675,0.491,0.331,0.41,0.42
CPRX,0.686,0.483,0.331,0.31,0.03
ZIM,0.774,0.426,0.33,0.43,0.28
NE,0.663,0.498,0.33,0.43,0.54
GNRC,0.905,0.363,0.329,0.56,0.95
LAZ,0.694,0.474,0.329,0.4,0.68
PRI,0.752,0.438,0.329,0.25,0.7
RUM,0.629,0.523,0.329,0.57,0.18
NMFC,0.599,0.549,0.329,0.21,0.74
EDD,0.349,0.942,0.329,0.14,0.3
GPRO,0.547,0.602,0.329,0.97,0.54
SKWD,0.59,0.557,0.329,0.41,0.78
MIDD,0.832,0.395,0.329,0.31,0.56
ACA,0.608,0.539,0.328,0.33,0.74
FDMT,0.519,0.632,0.328,0.92,0.65
NMIH,0.637,0.514,0.327,0.24,0.58
BJRI,0.628,0.52,0.327,0.46,0.86
UBSI,0.65,0.503,0.327,0.26,0.59
GCI,0.612,0.535,0.327,0.9,0.98
BRX,0.71,0.461,0.327,0.23,0.55
ABG,0.719,0.455,0.327,0.37,0.77
HRMY,0.762,0.428,0.326,0.45,0.79
CLDX,0.699,0.466,0.326,0.54,0.08
AAM,0.336,0.97,0.326,0.02,0.54
BATRK,0.626,0.521,0.326,0.25,0.77
PKE,0.366,0.891,0.326,0.42,0.71
IMPP,0.385,0.847,0.326,0.75,0.91
SIFY,0.345,0.944,0.326,1.16,0.94
STLA,0.87,0.373,0.325,0.28,0.52
THO,0.679,0.478,0.325,0.35,0.43
BOKF,0.638,0.51,0.325,0.29,0.78
MEGI,0.427,0.762,0.325,0.17,0.47
ELME,0.585,0.556,0.325,0.11,0.09
APAM,0.569,0.571,0.325,0.26,0.38
MASS,0.423,0.769,0.325,0.74,0.24
CTLP,0.49,0.663,0.325,0.05,0.0
GLPI,0.835,0.388,0.324,0.23,0.87
VOR,0.554,0.584,0.324,1.04,0.21
EOG,0.956,0.339,0.324,0.19,0.01
NEXT,0.625,0.518,0.324,0.63,0.51
CRESY,0.443,0.731,0.324,0.62,0.8
GTLB,0.89,0.363,0.323,0.58,0.84
NTLA,0.775,0.415,0.322,1.08,0.94
CNA,0.596,0.54,0.322,0.18,0.4
MAT,0.774,0.416,0.322,0.38,0.81
DEFT,0.605,0.533,0.322,0.68,0.06
BOX,0.711,0.453,0.322,0.22,0.34
BYRN,0.502,0.639,0.321,0.65,0.14
BMRC,0.43,0.746,0.321,0.32,0.25
SSL,0.592,0.542,0.321,0.25,0.17
GLDG,0.4,0.803,0.321,0.76,0.93
NWSA,0.84,0.382,0.321,0.23,0.53
MMU,0.418,0.765,0.32,0.07,0.07
MDXG,0.559,0.573,0.32,0.52,0.86
CVLT,0.863,0.371,0.32,0.51,0.83
BNTC,0.41,0.78,0.32,0.79,0.47
TARA,0.419,0.764,0.32,0.77,0.46
LTC,0.619,0.515,0.319,0.21,0.52
VCV,0.347,0.919,0.319,0.13,0.3
BELFA,0.412,0.775,0.319,0.49,0.92
PPIH,0.383,0.833,0.319,0.75,0.64
EE,0.561,0.569,0.319,0.43,0.61
KTB,0.766,0.417,0.319,0.44,0.79
OIS,0.473,0.672,0.318,0.56,0.82
TEN,0.461,0.69,0.318,0.31,0.05
SLNH,0.636,0.5,0.318,2.37,0.87
HYT,0.494,0.642,0.317,0.09,0.53
CON,0.616,0.515,0.317,0.3,0.37
GLIBA,0.347,0.91,0.316,0.29,0.09
GEN,0.826,0.383,0.316,0.22,0.44
IDT,0.517,0.612,0.316,0.25,0.11
CRM,0.991,0.319,0.316,0.32,0.73
BRZU,0.449,0.704,0.316,0.24,0.0
RMNI,0.36,0.879,0.316,0.62,0.4
KULR,0.507,0.623,0.316,0.79,0.18
NQP,0.361,0.875,0.316,0.07,0.05
WMS,0.83,0.38,0.315,0.28,0.0
TOWN,0.549,0.574,0.315,0.26,0.58
NAGE,0.53,0.595,0.315,0.56,0.22
RAPP,0.555,0.567,0.315,0.85,0.09
XENE,0.765,0.412,0.315,0.45,0.54
ECVT,0.603,0.523,0.315,0.32,0.18
PZZA,0.959,0.328,0.315,0.79,1.0
SCHL,0.476,0.661,0.315,0.32,0.01
JBS,0.803,0.392,0.315,0.28,0.19
AMPL,0.607,0.519,0.315,0.48,0.37
VVX,0.738,0.427,0.315,0.51,0.88
WIX,0.869,0.361,0.314,0.51,0.67
CGNT,0.437,0.718,0.314,0.39,0.32
STVN,0.517,0.608,0.314,0.54,0.11
STEX,0.402,0.78,0.314,1.2,0.01
LOW,0.965,0.325,0.314,0.21,0.39
DRIP,0.756,0.415,0.314,0.47,0.3
CDZI,0.424,0.741,0.314,0.74,0.51
HAFN,0.459,0.681,0.313,0.24,0.06
AA,0.873,0.358,0.313,0.46,0.72
TKC,0.559,0.56,0.313,0.15,0.01
NHI,0.545,0.575,0.313,0.28,0.77
POST,0.748,0.419,0.313,0.28,0.93
CCSI,0.444,0.705,0.313,0.47,0.58
TRIP,0.722,0.432,0.312,0.48,0.56
DVN,0.914,0.341,0.312,0.28,0.06
OBK,0.479,0.652,0.312,0.3,0.44
LAR,0.57,0.548,0.312,0.81,0.9
NGVC,0.561,0.556,0.312,0.56,0.62
BLFS,0.566,0.552,0.312,0.5,0.25
MTN,0.845,0.369,0.312,0.37,0.89
CBL,0.399,0.783,0.312,0.21,0.07
TV,0.494,0.63,0.311,0.52,0.49
CTOS,0.431,0.722,0.311,0.49,0.39
TRON,0.441,0.705,0.311,1.29,0.22
UTF,0.568,0.548,0.311,0.14,0.4
FTHY,0.374,0.828,0.31,0.09,0.28
SRTA,0.454,0.682,0.31,0.7,0.46
AJG,0.963,0.322,0.31,0.3,0.91
PFS,0.589,0.527,0.31,0.29,0.57
MESO,0.389,0.797,0.31,0.36,0.1
STEL,0.471,0.659,0.31,0.28,0.52
GUT,0.322,0.962,0.31,0.16,0.5
PRME,0.591,0.525,0.31,1.1,0.5
CLMT,0.633,0.488,0.309,0.51,0.14
TBRG,0.351,0.88,0.309,0.36,0.05
FRAF,0.329,0.94,0.309,0.22,0.46
CWT,0.759,0.406,0.308,0.38,1.0
SGMT,0.492,0.626,0.308,0.88,0.21
TWI,0.482,0.638,0.308,0.49,0.42
RWAY,0.418,0.737,0.308,0.24,0.64
RSF,0.351,0.878,0.308,0.09,0.54
BANF,0.583,0.528,0.308,0.27,0.38
LADR,0.528,0.584,0.308,0.22,0.76
VRTX,0.979,0.315,0.308,0.29,0.59
WKC,0.615,0.5,0.308,0.26,0.62
IVVD,0.5,0.617,0.308,1.5,0.61
AREN,0.332,0.925,0.307,0.93,0.14
NIU,0.392,0.783,0.307,0.56,0.22
SNDX,0.843,0.364,0.307,0.88,0.9
LBTYK,0.622,0.493,0.307,0.43,0.92
GOGO,0.579,0.53,0.307,0.59,0.43
NDSN,0.779,0.394,0.307,0.21,0.13
GLPG,0.448,0.685,0.307,0.28,0.6
FIHL,0.53,0.577,0.306,0.26,0.07
PNNT,0.431,0.709,0.306,0.22,0.69
BTM,0.422,0.724,0.306,0.77,0.26
ASO,0.772,0.397,0.306,0.43,0.57
GRC,0.412,0.743,0.306,0.31,0.82
GSM,0.526,0.581,0.306,0.52,0.7
CI,0.975,0.313,0.305,0.41,0.99
FOA,0.4,0.763,0.305,0.43,0.04
VSEE,0.736,0.414,0.305,2.64,0.98
FAX,0.451,0.676,0.305,0.14,0.49
XYF,0.366,0.833,0.305,0.52,0.07
QSG,0.398,0.766,0.305,0.61,0.0
TTAN,0.733,0.416,0.305,0.38,0.08
VMO,0.411,0.742,0.305,0.09,0.38
MGTX,0.422,0.722,0.305,0.75,0.68
BILL,0.833,0.366,0.305,0.4,0.24
DHR,0.968,0.314,0.304,0.29,0.64
HHH,0.66,0.46,0.304,0.21,0.06
MBI,0.365,0.834,0.304,0.43,0.08
AMP,0.898,0.338,0.304,0.24,0.64
MTUS,0.451,0.675,0.304,0.34,0.11
PYPL,0.985,0.309,0.304,0.4,0.89
EURL,0.377,0.806,0.304,0.29,0.28
SNV,0.695,0.437,0.304,0.31,0.48
METCB,0.416,0.731,0.304,1.01,0.9
EFSC,0.564,0.538,0.303,0.32,0.64
LIND,0.532,0.57,0.303,0.53,0.4
TECK,0.861,0.352,0.303,0.36,0.51
ZVIA,0.374,0.811,0.303,0.54,0.0
YETI,0.786,0.385,0.303,0.35,0.03
CVBF,0.595,0.51,0.303,0.28,0.4
YEXT,0.469,0.644,0.302,0.22,0.03
EAD,0.373,0.81,0.302,0.08,0.38
MEOH,0.678,0.446,0.302,0.54,0.93
TOL,0.859,0.352,0.302,0.32,0.47
MUR,0.708,0.426,0.302,0.41,0.37
ABSI,0.598,0.503,0.301,0.87,0.46
AEF,0.315,0.955,0.301,0.21,0.87
WING,0.977,0.308,0.301,0.61,0.95
CGTX,0.356,0.842,0.3,1.0,0.13
LFMD,0.502,0.597,0.3,0.49,0.03
ELTX,0.362,0.829,0.3,0.56,0.05
CP,0.922,0.325,0.3,0.23,0.52
GPCR,0.703,0.427,0.3,0.65,0.15
IPG,0.865,0.347,0.3,0.29,0.6
AAON,0.856,0.351,0.3,0.48,0.55
SIRI,0.824,0.363,0.299,0.36,0.38
VTMX,0.392,0.762,0.299,0.29,0.39
DYN,0.786,0.381,0.299,0.73,0.43
CIK,0.417,0.717,0.299,0.11,0.38
SBLK,0.646,0.463,0.299,0.28,0.38
MUC,0.441,0.679,0.299,0.09,0.31
PB,0.776,0.385,0.299,0.3,0.88
WU,0.79,0.379,0.299,0.37,0.93
ADP,0.968,0.309,0.299,0.2,0.72
JD,0.936,0.319,0.299,0.28,0.44
TALK,0.53,0.565,0.299,0.69,0.86
BRKU,0.611,0.488,0.298,0.29,0.41
DHI,0.93,0.32,0.298,0.35,0.8
RVT,0.415,0.719,0.298,0.18,0.49
ALK,0.844,0.353,0.298,0.39,0.44
ZENA,0.44,0.677,0.298,0.84,0.12
KEX,0.761,0.392,0.298,0.37,0.85
NTSK,0.706,0.42,0.297,0.61,0.15
OPP,0.391,0.76,0.297,0.15,0.82
MSA,0.706,0.421,0.297,0.31,0.94
CPSH,0.329,0.903,0.297,1.13,0.97
IIIN,0.434,0.684,0.297,0.39,0.79
GT,0.883,0.335,0.296,0.38,0.2
DORM,0.657,0.45,0.296,0.49,0.95
ALGT,0.696,0.425,0.296,0.52,0.13
LMBO,0.372,0.797,0.296,0.81,0.91
EG,0.835,0.355,0.296,0.29,0.88
APGE,0.641,0.462,0.296,0.58,0.18
IOT,0.884,0.335,0.296,0.4,0.22
OCFC,0.517,0.572,0.296,0.38,0.82
MGIC,0.302,0.981,0.296,0.28,0.32
HUBS,0.931,0.318,0.296,0.43,0.67
BBDC,0.443,0.666,0.295,0.22,0.73
PG,0.988,0.299,0.295,0.18,0.69
ATRC,0.672,0.437,0.294,0.59,0.89
IQI,0.38,0.774,0.294,0.08,0.04
MZTI,0.729,0.403,0.294,0.31,0.78
RMT,0.372,0.791,0.294,0.18,0.35
CAAP,0.45,0.654,0.294,0.33,0.18
GCMG,0.541,0.543,0.294,0.13,0.0
FRSH,0.737,0.398,0.293,0.33,0.07
FSBC,0.389,0.753,0.293,0.4,0.74
FICO,0.938,0.312,0.293,0.42,0.66
SIBN,0.522,0.562,0.293,0.45,0.32
TITN,0.442,0.662,0.293,0.36,0.03
TLRY,0.775,0.378,0.293,0.82,0.41
AZ,0.435,0.674,0.293,0.79,0.28
GBFH,0.429,0.682,0.293,0.47,0.38
BXP,0.782,0.373,0.292,0.27,0.19
VVPR,0.369,0.791,0.292,1.47,0.46
VRNT,0.67,0.436,0.292,0.03,0.0
CXM,0.508,0.574,0.292,0.26,0.04
ASLE,0.398,0.734,0.292,0.38,0.3
MYI,0.425,0.686,0.292,0.08,0.2
ALCO,0.354,0.824,0.292,0.26,0.38
CTAS,0.93,0.314,0.292,0.21,0.62
THR,0.504,0.579,0.292,0.39,0.74
STC,0.523,0.557,0.291,0.42,0.96
GLO,0.32,0.909,0.291,0.13,0.47
ODP,0.659,0.442,0.291,0.06,0.0
CRC,0.728,0.4,0.291,0.32,0.19
AVNW,0.47,0.617,0.29,0.5,0.52
PBT,0.306,0.949,0.29,0.4,0.27
MBX,0.613,0.473,0.29,0.99,0.13
SIGA,0.412,0.703,0.29,0.38,0.07
PENN,0.719,0.403,0.29,0.37,0.12
ENLT,0.297,0.978,0.29,0.3,0.65
SVRA,0.482,0.599,0.289,0.61,0.2
PSTL,0.45,0.643,0.289,0.24,0.71
GORO,0.314,0.919,0.289,0.97,0.13
TXN,0.99,0.292,0.289,0.3,0.77
HIX,0.361,0.8,0.289,0.12,0.64
EDN,0.534,0.542,0.289,1.21,1.0
MBLY,0.774,0.373,0.289,0.48,0.18
ESAB,0.77,0.374,0.288,0.35,0.7
HVII,0.322,0.894,0.288,0.12,0.99
JFR,0.517,0.558,0.288,0.09,0.51
SFIX,0.485,0.593,0.288,0.64,0.31
SDHY,0.359,0.802,0.288,0.1,0.52
EMF,0.294,0.981,0.288,0.2,0.72
HBI,0.667,0.43,0.287,0.26,0.03
SD,0.461,0.623,0.287,0.3,0.19
DKNG,0.966,0.297,0.287,0.47,0.68
SBUX,0.989,0.29,0.287,0.29,0.72
LOAR,0.676,0.425,0.287,0.32,0.02
SKYW,0.703,0.408,0.287,0.35,0.51
RGA,0.83,0.345,0.286,0.3,0.76
AMPG,0.351,0.815,0.286,1.0,0.4
IZEA,0.353,0.809,0.286,0.77,0.65
GPRK,0.532,0.538,0.286,0.51,0.46
AGNCN,0.327,0.874,0.286,0.06,0.26
PLXS,0.681,0.419,0.285,0.4,0.89
INVH,0.849,0.336,0.285,0.22,0.71
CURI,0.363,0.784,0.285,0.61,0.06
ABUS,0.443,0.643,0.285,0.54,0.68
WRD,0.84,0.339,0.285,0.73,0.33
DRV,0.482,0.591,0.285,0.39,0.24
JEF,0.82,0.346,0.284,0.41,0.8
TDF,0.33,0.862,0.284,0.26,0.9
MGY,0.779,0.365,0.284,0.29,0.24
STAA,0.706,0.402,0.284,0.46,0.28
GRND,0.611,0.465,0.284,0.6,0.92
TVC,0.317,0.894,0.283,0.08,0.29
NRXP,0.356,0.795,0.283,0.84,0.36
PLAB,0.617,0.459,0.283,0.4,0.7
IGIC,0.474,0.598,0.283,0.29,0.3
CNL,0.291,0.972,0.283,0.57,0.48
ADUS,0.764,0.371,0.283,0.39,0.84
FCF,0.599,0.471,0.282,0.27,0.64
NUAI,0.78,0.362,0.282,2.69,0.9
DPST,0.745,0.378,0.282,0.72,0.58
REYN,0.701,0.402,0.282,0.31,0.94
FTEK,0.304,0.926,0.282,0.84,0.59
PTEN,0.763,0.37,0.282,0.53,0.65
SYBT,0.563,0.499,0.281,0.34,0.61
MUJ,0.35,0.804,0.281,0.08,0.17
LU,0.487,0.576,0.281,0.68,0.87
PAII,0.282,0.997,0.281,0.02,0.51
REPL,0.62,0.453,0.281,0.97,0.69
GES,0.494,0.568,0.281,0.05,0.02
CLNN,0.362,0.773,0.28,1.45,0.99
VCIC,0.297,0.944,0.28,0.26,0.96
ACIW,0.665,0.421,0.28,0.3,0.39
HLF,0.564,0.497,0.28,0.44,0.11
ACNT,0.325,0.862,0.28,0.27,0.12
VNO,0.837,0.335,0.28,0.37,0.59
IRD,0.338,0.828,0.28,0.92,0.59
LCID,0.851,0.329,0.28,0.6,0.14
BOEU,0.369,0.76,0.28,0.47,0.63
DSU,0.394,0.711,0.28,0.08,0.36
TCBK,0.475,0.59,0.28,0.29,0.44
BMY,0.974,0.287,0.28,0.26,0.53
PEP,0.984,0.284,0.279,0.2,0.58
SUIG,0.485,0.576,0.279,1.06,0.6
BLBX,0.37,0.755,0.279,1.76,0.88
ONTO,0.843,0.331,0.279,0.51,0.72
SAIL,0.68,0.411,0.279,0.53,0.34
AMT,0.953,0.293,0.279,0.24,0.49
BUSE,0.594,0.469,0.279,0.29,0.57
DMAC,0.371,0.753,0.279,0.51,0.08
CEVA,0.479,0.582,0.279,0.52,0.61
MSAI,0.697,0.401,0.279,3.03,1.0
BFAM,0.772,0.36,0.278,0.38,0.9
MVBF,0.32,0.868,0.278,0.35,0.55
HIO,0.374,0.742,0.278,0.11,0.57
NMG,0.371,0.75,0.278,1.68,0.96
TSN,0.851,0.327,0.278,0.21,0.62
CURR,0.487,0.571,0.278,2.4,0.9
EXLS,0.721,0.384,0.277,0.31,0.78
MLAC,0.282,0.983,0.277,0.05,0.91
PROK,0.441,0.629,0.277,0.88,0.08
SJT,0.319,0.867,0.277,0.47,0.35
ESS,0.788,0.352,0.277,0.26,0.68
MMSI,0.789,0.35,0.276,0.32,0.83
CNOB,0.54,0.511,0.276,0.33,0.46
GEHC,0.889,0.311,0.276,0.3,0.78
NPB,0.415,0.666,0.276,0.36,0.5
MDXH,0.291,0.945,0.275,0.73,0.62
BWFG,0.297,0.925,0.275,0.32,0.65
CART,0.912,0.302,0.275,0.38,0.33
DBVT,0.294,0.935,0.275,0.88,0.45
HTB,0.354,0.778,0.275,0.34,0.76
STBA,0.527,0.521,0.275,0.3,0.5
NHC,0.482,0.57,0.275,0.26,0.2
GDO,0.326,0.839,0.274,0.13,0.81
EPAM,0.854,0.321,0.274,0.37,0.64
RFIL,0.326,0.842,0.274,0.74,0.53
MHD,0.431,0.635,0.274,0.07,0.08
CBK,0.3,0.913,0.274,0.25,0.04
CBSH,0.803,0.341,0.274,0.25,0.64
MOBX,0.506,0.541,0.274,1.14,0.33
PRMB,0.772,0.355,0.274,0.27,0.11
MEXX,0.325,0.842,0.274,0.49,0.24
CLMB,0.494,0.553,0.273,0.59,0.9
NMCO,0.377,0.723,0.273,0.12,0.35
NVAX,0.717,0.381,0.273,0.53,0.06
FRME,0.552,0.495,0.273,0.29,0.34
CCO,0.421,0.646,0.272,0.68,0.78
RAC,0.276,0.987,0.272,0.02,0.04
GAM,0.281,0.967,0.272,0.15,0.47
TXRH,0.912,0.298,0.272,0.26,0.58
ISSC,0.431,0.628,0.271,0.56,0.44
PRTH,0.44,0.617,0.271,0.48,0.1
RES,0.58,0.467,0.271,0.52,0.86
KINS,0.38,0.714,0.271,0.37,0.02
LION,0.581,0.464,0.27,0.47,0.18
FSUN,0.587,0.46,0.27,0.44,0.6
TBLA,0.508,0.531,0.27,0.38,0.41
NKE,0.973,0.277,0.27,0.29,0.56
GBTG,0.533,0.506,0.27,0.3,0.39
IDAI,0.313,0.862,0.27,1.26,0.43
MVIS,0.513,0.527,0.27,0.71,0.22
AVBH,0.307,0.876,0.269,0.19,0.49
AUDC,0.457,0.588,0.269,0.32,0.3
AGIO,0.687,0.391,0.269,0.5,0.48
FANG,0.932,0.289,0.269,0.29,0.19
FENC,0.313,0.86,0.269,0.55,0.26
PCN,0.425,0.633,0.269,0.12,0.8
CIO,0.315,0.853,0.269,0.04,0.14
EMO,0.457,0.587,0.268,0.19,0.07
HVT,0.454,0.591,0.268,0.43,0.89
PACB,0.668,0.401,0.268,1.0,0.5
AVXL,0.539,0.498,0.268,0.61,0.18
ALG,0.64,0.418,0.268,0.29,0.85
PWP,0.639,0.419,0.268,0.46,0.42
BRZE,0.711,0.377,0.268,0.48,0.56
PSF,0.33,0.813,0.268,0.1,0.57
BEAG,0.277,0.969,0.268,0.13,0.95
NPCE,0.385,0.693,0.267,0.52,0.08
COP,0.956,0.279,0.267,0.23,0.14
MSB,0.303,0.88,0.267,0.47,0.45
MODG,0.631,0.423,0.267,0.46,0.08
CWBC,0.354,0.754,0.267,0.3,0.73
SBAC,0.92,0.289,0.266,0.25,0.67
SPRO,0.381,0.697,0.266,0.61,0.47
YOU,0.7,0.38,0.266,0.34,0.07
FTW,0.277,0.961,0.266,0.04,0.44
BMI,0.711,0.374,0.266,0.38,0.86
ARDC,0.439,0.607,0.266,0.15,0.84
TEAM,0.975,0.273,0.266,0.51,0.85
AMRN,0.406,0.655,0.266,0.63,0.35
YB,0.338,0.786,0.266,0.72,0.26
OFG,0.538,0.495,0.266,0.28,0.65
EVN,0.309,0.859,0.265,0.14,0.82
SPIR,0.614,0.431,0.265,0.84,0.6
DJCO,0.907,0.292,0.265,0.69,0.98
ZLAB,0.672,0.395,0.265,0.4,0.22
CCI,0.899,0.295,0.265,0.27,0.73
JFB,0.273,0.969,0.265,1.56,0.93
SHBI,0.4,0.662,0.265,0.32,0.66
CFFN,0.51,0.52,0.265,0.25,0.32
CPT,0.908,0.292,0.265,0.22,0.49
VKQ,0.386,0.684,0.264,0.09,0.42
KYTX,0.427,0.618,0.264,1.15,0.78
PAYS,0.383,0.689,0.264,0.49,0.04
BIIB,0.925,0.285,0.264,0.39,0.9
LAD,0.814,0.324,0.264,0.41,0.86
INGM,0.599,0.441,0.264,0.33,0.34
THAR,0.473,0.559,0.264,1.74,0.88
SWIM,0.456,0.577,0.263,0.47,0.13
GEVO,0.565,0.466,0.263,0.71,0.09
UVSP,0.444,0.592,0.263,0.34,0.67
RM,0.324,0.813,0.263,0.4,0.62
CNI,0.847,0.311,0.263,0.22,0.71
RDWR,0.439,0.6,0.263,0.43,0.82
TDW,0.689,0.382,0.263,0.47,0.3
JOF,0.268,0.983,0.263,0.19,0.78
EVTL,0.519,0.506,0.263,0.76,0.09
FFBC,0.599,0.438,0.262,0.3,0.74
CCU,0.337,0.778,0.262,0.21,0.12
SRCE,0.485,0.54,0.262,0.3,0.73
AOMR,0.36,0.728,0.262,0.19,0.04
TRI,0.938,0.279,0.262,0.3,0.92
RYI,0.556,0.472,0.262,0.52,0.84
BNC,0.544,0.479,0.261,1.04,0.61
FLGT,0.472,0.552,0.261,0.35,0.18
BBOT,0.393,0.665,0.261,0.73,0.76
PDFS,0.553,0.47,0.26,0.37,0.17
PGR,0.976,0.266,0.26,0.25,0.73
OM,0.403,0.644,0.26,0.74,0.16
ENTA,0.524,0.496,0.26,0.79,0.54
IMTX,0.512,0.508,0.26,0.67,0.57
KALV,0.541,0.48,0.26,0.55,0.07
VTGN,0.379,0.686,0.26,0.86,0.88
PPT,0.308,0.84,0.259,0.11,0.61
TEF,0.558,0.464,0.259,0.14,0.82
VAC,0.668,0.388,0.259,0.36,0.56
HLIT,0.655,0.396,0.259,0.42,0.76
ONIT,0.342,0.756,0.259,0.39,0.29
MATW,0.48,0.54,0.259,0.33,0.05
BTO,0.46,0.563,0.259,0.27,0.7
TCBX,0.41,0.632,0.259,0.39,0.46
SITE,0.798,0.325,0.259,0.36,0.61
PLX,0.328,0.787,0.258,0.76,0.82
CROX,0.85,0.304,0.258,0.43,0.69
AMR,0.828,0.312,0.258,0.59,0.68
NEWP,0.384,0.672,0.258,0.81,0.83
DHY,0.378,0.683,0.258,0.12,0.36
OCC,0.293,0.882,0.258,1.37,0.78
UPB,0.546,0.47,0.257,0.7,0.08
HFWA,0.528,0.486,0.257,0.31,0.46
TRMD,0.542,0.474,0.257,0.25,0.01
BWAY,0.294,0.875,0.257,0.46,0.2
WAFD,0.667,0.385,0.257,0.28,0.5
INTG,0.282,0.91,0.257,1.65,0.96
ERX,0.633,0.406,0.257,0.32,0.11
FCEL,0.737,0.347,0.256,1.14,0.64
BHE,0.577,0.444,0.256,0.34,0.58
GIC,0.43,0.595,0.256,0.35,0.83
PRKS,0.708,0.362,0.256,0.37,0.52
MXF,0.264,0.968,0.256,0.2,0.43
IMVT,0.752,0.341,0.256,0.68,0.82
IHD,0.267,0.955,0.255,0.16,0.7
DOMH,0.323,0.789,0.255,0.82,0.14
IQ,0.638,0.399,0.255,0.45,0.09
CUB,0.256,0.996,0.255,0.01,0.17
HOG,0.854,0.299,0.255,0.42,0.75
ATLO,0.291,0.874,0.254,0.22,0.37
AGNCP,0.275,0.924,0.254,0.04,0.04
MSDL,0.61,0.416,0.254,0.2,0.53
SILA,0.529,0.481,0.254,0.22,0.19
RRX,0.8,0.318,0.254,0.45,0.83
TZA,0.952,0.267,0.254,0.53,0.51
FBIO,0.363,0.698,0.253,0.69,0.34
FSTR,0.319,0.793,0.253,0.48,0.72
MLCI,0.264,0.959,0.253,0.49,0.81
GPRE,0.679,0.372,0.253,0.65,0.34
AUB,0.672,0.377,0.253,0.34,0.76
MOMO,0.521,0.485,0.253,0.27,0.06
AVTX,0.414,0.612,0.253,1.03,0.4
FLYW,0.742,0.34,0.252,0.44,0.36
FELE,0.618,0.408,0.252,0.29,0.84
VRNS,0.839,0.3,0.252,0.59,0.99
BRR,0.479,0.527,0.252,0.05,0.01
HIW,0.713,0.353,0.252,0.23,0.22
KDK,0.473,0.532,0.252,1.08,0.03
TECH,0.889,0.284,0.252,0.38,0.13
YELP,0.662,0.381,0.252,0.29,0.61
CRBU,0.579,0.434,0.251,1.3,0.94
OXY,0.917,0.274,0.251,0.25,0.14
BRSP,0.453,0.554,0.251,0.25,0.25
SMBK,0.408,0.614,0.251,0.34,0.84
PYXS,0.489,0.513,0.251,1.17,0.93
BDTX,0.43,0.583,0.251,0.67,0.05
APLS,0.807,0.311,0.251,0.75,0.93
CTBI,0.462,0.541,0.25,0.25,0.44
BY,0.485,0.515,0.25,0.28,0.63
ALTS,0.522,0.479,0.25,1.31,0.54
CASH,0.609,0.411,0.25,0.28,0.36
FINV,0.492,0.509,0.25,0.55,0.93
ETO,0.286,0.873,0.25,0.11,0.14
BIO,0.76,0.329,0.25,0.49,0.92
NCLH,0.982,0.255,0.25,0.42,0.72
ELA,0.273,0.914,0.25,0.5,0.3
ILMN,0.915,0.272,0.249,0.56,0.94
JOUT,0.326,0.763,0.249,0.45,0.55
SPFI,0.405,0.616,0.249,0.36,0.7
PMTR,0.348,0.715,0.249,0.15,0.94
GUSH,0.688,0.361,0.248,0.48,0.34
SOUL,0.25,0.994,0.248,0.08,0.88
ERY,0.527,0.47,0.248,0.32,0.1
USLM,0.586,0.424,0.248,0.43,0.37
OWL,0.922,0.269,0.248,0.46,0.8
NBTB,0.597,0.415,0.248,0.28,0.45
MBWM,0.44,0.563,0.248,0.31,0.28
AVT,0.726,0.342,0.248,0.3,0.83
CEPO,0.437,0.568,0.248,0.12,0.38
TTC,0.702,0.353,0.248,0.23,0.18
MSI,0.965,0.257,0.248,0.23,0.75
DUSL,0.389,0.638,0.248,0.32,0.42
LNW,0.906,0.273,0.247,0.29,0.24
OII,0.615,0.401,0.247,0.41,0.67
HSHP,0.411,0.6,0.247,0.25,0.19
ONON,0.908,0.272,0.247,0.42,0.58
CCBG,0.35,0.707,0.247,0.31,0.71
BATRA,0.492,0.503,0.247,0.22,0.59
WYY,0.303,0.815,0.247,0.85,0.5
MEG,0.531,0.465,0.247,0.46,0.02
TRU,0.847,0.292,0.247,0.35,0.45
DFP,0.279,0.886,0.247,0.07,0.02
